# Oyatie placeholder debt registry. Format: <token>\t<path>\t<occurrences>\t<excerpt>\t<rationale>
TBD	docs/ADR-CONSOLIDATION-PLAN.md	1	1. **New consolidated docs SHOULD prefer "ADR cluster" or "new ADR (TBD)" references** over specific legacy ADR-#### numbers, until the cleanup completes.	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	1	| Corpus lock | | 🔴 TBD (promotion blocker) |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	1	| M01-foundation | 🔴 TBD | 🟡 partial (P05 hardening committed) | 🟡 |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M02b-substrate | 🔴 TBD | 🔴 TBD | 🔴 |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M04-healthcare-kr | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M05-connect-personal | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M06-fintech-kr | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M07-first-tenant | 🔴 TBD | 🔴 TBD (P08 evidence bundle planned) | 🔴 |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M07-industrial-kr | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M08-enterprise-breadth | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M09-us-expansion | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M10-eu-expansion | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M11-healthcare-intl | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/DOC-COVERAGE.md	2	| M12-hyperscaler-maturity | 🔴 TBD | 🔴 TBD | ⚪ |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/FINOPS-PLAN.md	1	| Search | per-query (sponsored) | TBD |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/INCIDENT-MANAGEMENT.md	1	Rotation per (TBD).	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/LEGAL-IP-LEDGER.md	1	| Oyatie (wordmark) | 9, 35, 38, 41, 42 (software, business mgmt, telecom, training, scientific) | KR | TBD register |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/LEGAL-IP-LEDGER.md	1	| Oyatie | as above | JP / US / EU / IN / BR / KSA / UAE / AU / SG | TBD per region |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
TBD	docs/LEGAL-IP-LEDGER.md	1	| api.oyatie.com | public API | TBD | annual |	owner=council-architecture; issue=PLACEHOLDER-DEBT-AUTO-CAPTURE; captured_at=2026-05-19; action=close-or-archive-before-production-claim
